"sulfite,shortwave x","sulfite,shortwave y","sulfite,longwave x","sulfite,longwave y","bisulfite,shortwave x","bisulfite,shortwave y","bisulfite, longwave x","bisulfite, longwave y"
2.332252006539E2,4.031003320372E1,,,,,2.137439657151E2,1.020818838607E1
2.331214086151E2,4.068615627245E1,,,,,2.136401736764E2,1.030343849719E1
2.330176165763E2,4.106578885362E1,,,,,2.135353594626E2,1.047494450491E1
2.329138245376E2,4.144896369363E1,,,,,2.135337531875E2,1.059448364447E1
2.328100324988E2,4.183571384443E1,,,,,2.135324389625E2,1.069330236755E1
2.328087182738E2,4.222593124058E1,,,,,2.134286469237E2,1.079307895868E1
2.327049262350E2,4.261993108569E1,,,,,2.134273326987E2,1.089375005475E1
2.326011341962E2,4.301760724706E1,,,,,2.133225184849E2,1.107508210051E1
2.324973421574E2,4.341899402751E1,,,,,2.133209122099E2,1.120146995719E1
2.324960279324E2,4.382397927184E1,,,,,2.133195979849E2,1.130595026930E1
2.323922358936E2,4.423289011258E1,,,,,2.132158059461E2,1.141144332828E1
2.322884438549E2,4.464561640045E1,,,,,2.131109917323E2,1.160139264356E1
2.321846518161E2,4.506219373645E1,,,,,2.131093854573E2,1.173378670957E1
2.321833375911E2,4.548250572085E1,,,,,2.131080712323E2,1.184323213971E1
2.320795455523E2,4.590689186658E1,,,,,2.130042791935E2,1.195373844452E1
2.319757535135E2,4.633523785572E1,,,,,2.128994649797E2,1.215271453959E1
2.318719614747E2,4.676758063661E1,,,,,2.128978587047E2,1.229140024228E1
2.317681694359E2,4.720395750232E1,,,,,2.128965444797E2,1.240604674301E1
2.317668552109E2,4.764424652077E1,,,,,2.127927524409E2,1.252180453334E1
2.316630631721E2,4.808880334161E1,,,,,2.127914382159E2,1.263860010131E1
2.315592711334E2,4.853750821350E1,,,,,2.126866240021E2,1.284897606922E1
2.314554790946E2,4.899039984089E1,,,,,2.126850177270E2,1.299560744686E1
2.313516870558E2,4.944751728939E1,,,,,2.126837035020E2,1.311682235234E1
2.313503728308E2,4.990873283156E1,,,,,2.125799114632E2,1.323921221618E1
2.312465807920E2,5.037441902076E1,,,,,2.124750972495E2,1.345958568017E1
2.311427887532E2,5.084445041399E1,,,,,2.124734909744E2,1.361318528064E1
2.310389967145E2,5.131886755528E1,,,,,2.124721767494E2,1.374016056624E1
2.309352046757E2,5.179771136697E1,,,,,2.123683847106E2,1.386836664662E1
2.309338904507E2,5.228084805090E1,,,,,2.122635704968E2,1.409921270814E1
2.308300984119E2,5.276866786750E1,,,,,2.122619642218E2,1.426011167565E1
2.307263063731E2,5.326103941161E1,,,,,2.122606499968E2,1.439312108641E1
2.306225143343E2,5.375800515426E1,,,,,2.121568579580E2,1.452741978183E1
2.305187222955E2,5.425960796281E1,,,,,2.121555437330E2,1.466292247556E1
2.305174080705E2,5.476570767977E1,,,,,2.120507295192E2,1.490699432555E1
2.304136160318E2,5.527671311432E1,,,,,2.120491232442E2,1.507711162538E1
2.303098239930E2,5.579248661570E1,,,,,2.120478090192E2,1.521774150114E1
2.302060319542E2,5.631307267357E1,,,,,2.119440169804E2,1.535973452813E1
2.301022399154E2,5.683851619272E1,,,,,2.118392027666E2,1.561540517141E1
2.301009256904E2,5.736867035413E1,,,,,2.118375964916E2,1.579360679311E1
2.298946558379E2,5.790415733293E1,,,,,2.118362822665E2,1.594091968806E1
2.298933416128E2,5.844425112898E1,,,,,2.117324902278E2,1.608966051398E1
2.297895495741E2,5.898958015348E1,,,,,2.116276760140E2,1.635748114891E1
2.296857575353E2,5.953999750984E1,,,,,2.116260697390E2,1.654415127599E1
2.295819654965E2,6.009555067604E1,,,,,2.116247555139E2,1.669846478087E1
2.294781734577E2,6.065628757306E1,,,,,2.116234412889E2,1.685421762569E1
2.294768592327E2,6.122205152022E1,,,,,2.115196492501E2,1.701148021147E1
2.293730671939E2,6.179329952133E1,,,,,2.114148350363E2,1.729464500712E1
2.292692751552E2,6.236987769792E1,,,,,2.114132287613E2,1.749200996520E1
2.291654831164E2,6.295183578458E1,,,,,2.114119145363E2,1.765516450363E1
2.290616910776E2,6.353922397992E1,,,,,2.113081224975E2,1.781990052899E1
2.290603768526E2,6.413187815638E1,,,,,2.112033082837E2,1.811652189462E1
2.288541070000E2,6.473049383750E1,,,,,2.112017020087E2,1.832326603899E1
2.288527927750E2,6.533425943478E1,,,,,2.112003877837E2,1.849417401463E1
2.287490007362E2,6.594387744298E1,,,,,2.110965957449E2,1.866673863270E1
2.286452086975E2,6.655918364783E1,,,,,2.109917815311E2,1.897745605204E1
2.285414166587E2,6.718023112451E1,,,,,2.109901752561E2,1.919402510081E1
2.284376246199E2,6.780707344343E1,,,,,2.109888610311E2,1.937305497286E1
2.284363103949E2,6.843953545276E1,,,,,2.109875468060E2,1.955375472368E1
2.282300405424E2,6.907835939349E1,,,,,2.107802547785E2,1.987930356069E1
2.282287263173E2,6.972267916375E1,,,,,2.107786485035E2,2.010616441341E1
2.280224564648E2,7.037348014256E1,,,,,2.107773342785E2,2.029370215098E1
2.280211422398E2,7.102987998986E1,,,,,2.107760200534E2,2.048298912337E1
2.279173502010E2,7.169264244155E1,,,,,2.106722280147E2,2.067411088919E1
2.278135581622E2,7.236158896770E1,,,,,2.105674138009E2,2.101824204723E1
2.278122439372E2,7.303653265179E1,,,,,2.105658075258E2,2.125810036515E1
2.276059740847E2,7.371826559017E1,,,,,2.105644933008E2,2.145638264145E1
2.276046598596E2,7.440586350602E1,,,,,2.104607012620E2,2.165658690430E1
2.273983900071E2,7.510037796501E1,,,,,2.103558870482E2,2.201707187850E1
2.273970757821E2,7.580086736143E1,,,,,2.103542807732E2,2.226832875406E1
2.272932837433E2,7.650814673033E1,,,,,2.103529665482E2,2.247603380949E1
2.271894917045E2,7.722202555017E1,,,,,2.103516523232E2,2.268567620788E1
2.270856996658E2,7.794256539883E1,,,,,2.101443602956E2,2.306336814535E1
2.269819076270E2,7.866982842872E1,,,,,2.101427540206E2,2.332656526129E1
2.269805934020E2,7.940361142856E1,,,,,2.101414397956E2,2.354414088558E1
2.267743235494E2,8.014477554701E1,,,,,2.101401255706E2,2.376374591934E1
2.267730093244E2,8.089231593190E1,,,,,2.100363335318E2,2.398547962505E1
2.265667394719E2,8.164737582084E1,,,,,2.099315193180E2,2.438473021067E1
2.265654252468E2,8.240893152213E1,,,,,2.099299130430E2,2.466300659354E1
2.263591553943E2,8.317814770745E1,,,,,2.099285988180E2,2.489304770746E1
2.263578411693E2,8.395398149234E1,,,,,2.098248067792E2,2.512531865218E1
2.262540491305E2,8.473733557671E1,,,,,2.097199925654E2,2.554354244184E1
2.261502570917E2,8.552799894661E1,,,,,2.097183862904E2,2.583504308733E1
2.261489428667E2,8.632575067546E1,,,,,2.097170720653E2,2.607601622527E1
2.259426730142E2,8.713152698396E1,,,,,2.097157578403E2,2.631923701006E1
2.259413587892E2,8.794423542032E1,,,,,2.095084658128E2,2.675742379928E1
2.257350889366E2,8.876511888577E1,,,,,2.095068595377E2,2.706277715138E1
2.257337747116E2,8.959306444658E1,,,,,2.095055453127E2,2.731520182548E1
2.255275048591E2,9.042933830661E1,,,,,2.095042310877E2,2.756998095919E1
2.255261906341E2,9.127280666623E1,,,,,2.092969390602E2,2.802899128046E1
2.253199207815E2,9.212475946881E1,,,,,2.092953327851E2,2.834885564811E1
2.253186065565E2,9.298404165758E1,,,,,2.092940185601E2,2.861327605877E1
2.252148145177E2,9.385165302656E1,,,,,2.092927043351E2,2.888016281779E1
2.251110224789E2,9.472735986520E1,,,,,2.091889122963E2,2.914963655922E1
2.251097082539E2,9.561091748414E1,,,,,2.090840980825E2,2.963484718033E1
2.249034384014E2,9.650336280364E1,,,,,2.090824918075E2,2.997303743338E1
2.249021241764E2,9.740348586819E1,,,,,2.090811775825E2,3.025260719680E1
2.246958543238E2,9.831266326502E1,,,,,2.090798633575E2,3.053478461228E1
2.246945400988E2,9.922966235367E1,,,,,2.088725713299E2,3.104315570311E1
2.244882702463E2,1.001558855304E2,,,,,2.088709650549E2,3.139741744838E1
2.244869560213E2,1.010900770445E2,,,,,2.088696508299E2,3.169027293850E1
2.242806861687E2,1.020336655853E2,,,,,2.088683366048E2,3.198586000164E1
2.242793719437E2,1.029853718584E2,,,,,2.086610445773E2,3.251838992601E1
2.240731020912E2,1.039466513389E2,,,,,2.086594383023E2,3.288948691365E1
2.240717878661E2,1.049162007477E2,,,,,2.086581240773E2,3.319625949537E1
2.238655180136E2,1.058955028479E2,,,,,2.086568098522E2,3.350589346004E1
2.238642037886E2,1.068832299258E2,,,,,2.084495178247E2,3.406373029511E1
2.236579339360E2,1.078808925441E2,,,,,2.084479115497E2,3.445246257027E1
2.236566197110E2,1.088871380964E2,,,,,2.084465973246E2,3.477381361223E1
2.234503498585E2,1.099035054665E2,,,,,2.084452830996E2,3.509816201591E1
2.234490356335E2,1.109286166882E2,,,,,2.084439688746E2,3.542553573881E1
2.234477214085E2,1.119632895068E2,,,,,2.082366768470E2,3.601533253862E1
2.232404293809E2,1.138273570070E2,,,,,2.082350705720E2,3.642633632584E1
2.231370024046E2,1.145935422672E2,,,,,2.082337563470E2,3.676609842875E1
2.230328453033E2,1.159614576597E2,,,,,2.082324421220E2,3.710902962024E1
2.229294183271E2,1.167420078012E2,,,,,2.080251500944E2,3.772685476974E1
2.228252612258E2,1.181355696570E2,,,,,2.080235438194E2,3.815739029718E1
2.227218342495E2,1.189307540007E2,,,,,2.080222295944E2,3.851329858982E1
2.226176771482E2,1.203504431544E2,,,,,2.080209153694E2,3.887252657261E1
2.225142501720E2,1.211605360708E2,,,,,2.078136233418E2,3.951971203628E1
2.224100930707E2,1.226068423720E2,,,,,2.078120170668E2,3.997070749216E1
2.223066660944E2,1.234321233756E2,,,,,2.078107028418E2,4.034352927447E1
2.222025089931E2,1.249055458578E2,,,,,2.078093886168E2,4.071982850540E1
2.220990820168E2,1.257462997036E2,,,,,2.076020965892E2,4.139776954539E1
2.219949249156E2,1.272473467566E2,,,,,2.076004903142E2,4.187019722734E1
2.218914979393E2,1.281038635383E2,,,,,2.075991760892E2,4.226073626294E1
2.217873408380E2,1.296330530834E2,,,,,2.075978618641E2,4.265491800262E1
2.216839138617E2,1.305056283335E2,,,,,2.073905698366E2,4.336507618680E1
2.215797567605E2,1.320634880024E2,,,,,2.073889635616E2,4.385995459802E1
2.214763297842E2,1.329524227943E2,,,,,2.073876493365E2,4.426905284700E1
2.213721726829E2,1.345394901108E2,,,,,2.073863351115E2,4.468196690880E1
2.212687457066E2,1.354450911627E2,,,,,2.073850208865E2,4.509873237495E1
2.211645886053E2,1.370619137286E2,,,,,2.071777288590E2,4.584957742148E1
2.210611616291E2,1.379844935090E2,,,,,2.071761225839E2,4.637280874088E1
2.209570045278E2,1.396316291928E2,,,,,2.071748083589E2,4.680534532305E1
2.208535775515E2,1.405715060287E2,,,,,2.071734941339E2,4.724191633618E1
2.207494204502E2,1.422495231582E2,,,,,2.069662021063E2,4.802844307433E1
2.206459934740E2,1.432070213447E2,,,,,2.069645958313E2,4.857653941571E1
2.205418363727E2,1.449164989029E2,,,,,2.069632816063E2,4.902963102053E1
2.204384093964E2,1.458919488153E2,,,,,2.069619673813E2,4.948694878072E1
2.203342522951E2,1.476334766404E2,,,,,2.067546753537E2,5.031085287742E1
2.202308253188E2,1.486272148478E2,,,,,2.067530690787E2,5.088499587746E1
2.201266682176E2,1.504013938366E2,,,,,2.068542326674E2,5.135944730529E1
2.200232412413E2,1.514137632186E2,,,,,,
2.199190841400E2,1.532212055339E2,,,,,,
2.198156571637E2,1.542525553984E2,,,,,,
2.197115000624E2,1.560938846801E2,,,,,,
2.196080730862E2,1.571445708841E2,,,,,,
2.195039159849E2,1.590204224645E2,,,,,,
2.194004890086E2,1.600908075369E2,,,,,,
2.192963319073E2,1.620018286599E2,,,,,,
2.191929049311E2,1.630922819262E2,,,,,,
2.190887478298E2,1.650391319706E2,,,,,,
2.189853208535E2,1.661500296809E2,,,,,,
2.188811637522E2,1.681333803879E2,,,,,,
2.187777367760E2,1.692651058464E2,,,,,,
2.186735796747E2,1.712856415514E2,,,,,,
2.185701526984E2,1.724385852487E2,,,,,,
2.184659955971E2,1.744970031173E2,,,,,,
2.183625686208E2,1.756715628650E2,,,,,,
2.181562987683E2,1.773113051474E2,,,,,,
2.181549845433E2,1.789651542023E2,,,,,,
2.179487146907E2,1.806356393145E2,,,,,,
2.179474004657E2,1.823204956812E2,,,,,,
2.177411306132E2,1.840223000075E2,,,,,,
2.177398163882E2,1.857387450289E2,,,,,,
2.175335465356E2,1.874724557600E2,,,,,,
2.175322323106E2,1.892210816782E2,,,,,,
2.173259624581E2,1.909872970137E2,,,,,,
2.173246482331E2,1.927687071748E2,,,,,,
2.171183783805E2,1.945680365295E2,,,,,,
2.171170641555E2,1.963828455913E2,,,,,,
2.169107943030E2,1.982159098060E2,,,,,,
2.169094800779E2,2.000647439502E2,,,,,,
2.167032102254E2,2.019321755054E2,,,,,,
2.167018960004E2,2.038156726538E2,,,,,,
2.164956261479E2,2.057181158882E2,,,,,,
2.162893562953E2,2.076383167867E2,,,,,,
2.162880420703E2,2.095750372552E2,,,,,,
2.160817722178E2,2.115312391829E2,,,,,,
2.160804579927E2,2.135042703989E2,,,,,,
2.158741881402E2,2.154971483235E2,,,,,,
2.158728739152E2,2.175071710618E2,,,,,,
2.156666040627E2,2.195374126062E2,,,,,,
2.156652898376E2,2.215851204049E2,,,,,,
2.154590199851E2,2.236534260836E2,,,,,,
2.154577057601E2,2.257395254840E2,,,,,,
2.152514359075E2,2.278466089453E2,,,,,,
2.150445089425E2,2.310433947467E2,,,,,,
2.150431947175E2,2.331984231569E2,,,,,,
2.148369248649E2,2.353751289844E2,,,,,,
2.146299978999E2,2.386775431561E2,,,,,,
2.146286836749E2,2.409037781322E2,,,,,,
2.144224138223E2,2.431524067920E2,,,,,,
2.144210995973E2,2.454203804998E2,,,,,,
2.142148297448E2,2.477111677410E2,,,,,,
2.142135155198E2,2.500216627222E2,,,,,,
2.140072456672E2,2.523553989581E2,,,,,,
2.138003187022E2,2.558960536118E2,,,,,,
2.135933917371E2,2.594863851713E2,,,,,,
2.135920775121E2,2.619067120226E2,,,,,,
2.133858076596E2,2.643513849265E2,,,,,,
2.133844934346E2,2.668170894554E2,,,,,,
2.131782235820E2,2.693075964907E2,,,,,,
2.129719537295E2,2.718213502578E2,,,,,,
2.129706395045E2,2.743567299554E2,,,,,,
2.127643696519E2,2.769176130215E2,,,,,,
2.127630554269E2,2.795005274736E2,,,,,,
2.125567855744E2,2.821094234460E2,,,,,,
2.123505157218E2,2.847426712086E2,,,,,,
2.122463586205E2,2.881416749845E2,,,,,,
2.121429316443E2,2.900811903174E2,,,,,,
2.119366617917E2,2.927888476372E2,,,,,,
2.118325046905E2,2.962838994833E2,,,,,,
2.117290777142E2,2.982782210821E2,,,,,,
2.115228078616E2,3.010623906029E2,,,,,,
2.113165380091E2,3.038725479411E2,,,,,,
2.111102681566E2,3.067089356703E2,,,,,,
2.110064761178E2,3.095707617946E2,,,,,,
2.108002062653E2,3.124603374277E2,,,,,,
2.105939364127E2,3.153768847531E2,,,,,,
2.103876665602E2,3.183206555283E2,,,,,,
2.101244645889E2,3.212925016888E2,,,,,,
2.098726490414E2,3.242919723652E2,,,,,,
2.096663791888E2,3.273189577818E2,,,,,,
2.094601093363E2,3.303741974924E2,,,,,,
2.092551537088E2,3.303764105169E2,,,,,,
2.090488838562E2,3.334601889074E2,,,,,,
2.088426140037E2,3.365727517053E2,,,,,,
2.086376583762E2,3.365750062511E2,,,,,,
2.084313885236E2,3.397166431781E2,,,,,,
2.082264328961E2,3.397189187833E2,,,,,,
2.080201630436E2,3.428899014179E2,,,,,,
2.078152074161E2,3.428921982793E2,,,,,,
2.076089375635E2,3.460928007367E2,,,,,,
2.074039819360E2,3.460951190529E2,,,,,,
2.071977120835E2,3.493256180087E2,,,,,,
2.069927564560E2,3.493279579801E2,,,,,,
2.067878008284E2,3.493302979671E2,,,,,,
2.065821880884E2,3.509580348720E2,,,,,,
2.063765753484E2,3.525933563679E2,,,,,,
2.061716197209E2,3.525957182283E2,,,,,,
2.059666640934E2,3.525980801046E2,,,,,,
2.057617084658E2,3.526004419966E2,,,,,,
2.055567528383E2,3.526028039045E2,,,,,,
2.053517972108E2,3.526051658282E2,,,,,,
2.051468415833E2,3.526075277677E2,,,,,,
2.049418859558E2,3.526098897230E2,,,,,,
2.047369303283E2,3.526122516942E2,,,,,,
2.045319747007E2,3.526146136811E2,,,,,,
2.043270190732E2,3.526169756839E2,,,,,,
2.041220634457E2,3.526193377026E2,,,,,,
2.039177649307E2,3.509885978802E2,,,,,,
2.035540564832E2,3.493672198368E2,,,,,,
2.033035551607E2,3.493700801444E2,,,,,,
2.029405038256E2,3.461456106792E2,,,,,,
2.025319067956E2,3.429514115733E2,,,,,,
2.021233097656E2,3.397866882360E2,,,,,,
2.019759433694E2,3.382146655660E2,,,,,,
2.017716448544E2,3.366505422617E2,,,,,,
2.015110713331E2,3.335423491322E2,,,,,,
2.013637049368E2,3.319992158890E2,,,,,,
2.011600635344E2,3.289333550094E2,,,,,,
2.009557650193E2,3.274121544864E2,,,,,,
2.006951914981E2,3.243892566106E2,,,,,,
2.005478251018E2,3.228884701380E2,,,,,,
2.003441836993E2,3.199067428275E2,,,,,,
